job_id,job_title
7279,Senior Product Manager
7280,BIM Sr. Engineer
7281,Consultant 
7282,Distribution Operations Manager
7283,Maximo Developer
7284,"Sr. Tester, Technology"
7285,Software Development Engineer I
7286,Estimator
7287,Senior Research Fellow
7288,Payments Data Analyst
7289,Postdoctoral Scholar Employee
7290,Technical Manager
7291,DEVELOPER USER INTERFACE
7292,Manager Software Engineering
7293,"Director, RE/Facilities"
7294,SR. SALESFORCE PLATFORM MANAGER
7295,Critical Care Unit Registered Nurse
7296,Sr. Silicon Design Engineer
7297,Sr. Mechanical Engineer – Injection Molded Plastics
7298,"MTS 1, Business Systems Analyst"
7299,Medical Technologist II
7300,Sr. Supplier Engineer 1
7301,Scheduler
7302,"Software Engineer, GBI"
7303,Process Engineer
7304,Senior Specialist - Software Engineering 
7305,LIMS Developer
7306,SOFTWARE PROGRAMMER II
7307,"Senior Manager, Marketing Operations and Analytics"
7308,Sr Software Engineer
7309,Staff Product Designer
7310,"Engineer IV, Software"
7311,Senior Software QA Engineer
7312,Test Consultant 3
7313,Technology Lead - US 
7314,Hardware Engineer - 1615.60113
7315,Application Management Senior Specialist
7316,STAFF SOFTWARE ENGINEER
7317,Senior Software Engineer
7318,Physical Therapist
7319,Assistant Clinical Manager Pre-Op & Recovery
7320,QUALITY ENGINEER
7321,Project Manager 3
7322,"Engineer 3, Software Development & Engineering "
7323,Applications Consultant 2
7324,Sr Informatica Developer
7325,"ANALYST, NA SERVICE OPS ANALYTICS"
7326,Director Data Analysis
7327,Post-Doctoral Associate
7328,Associate Director for Pittsburgh Cytogenetics Laboratory
7329,"Senior Professional I (M), L&D Operation"
7330,IT Service Operations
7331,Data Migration Solutions Architect
7332,Senior Manager – IT Applications
7333,Software Java Engineer 3
7334,Software Engineer (QA Architect)
7335,Advisory Senior Consultant
7336,Senior Technical Program Manager
7337,Quality Assurance Analyst Specialist
7338,Project Engineer II
7339,Sr. Staff Software Engineer
7340,Project Manager
7341,PRODUCT OWNER
7342,MDM Business Analyst
7343,Dentist
7344,"Sr Manager, IT Business Intelligence"
7345,"Manager, Data Science"
7346,Senior ETL Developer  (Sr Manager - IT Project Management)
7347,Communications Director
7348,Software Development Engineer II
7349,ADVANCED SOFTWARE DEVELOPER
7350,"Software Engineer, Systems Infrastructure"
7351,Staff Software Architect 
7352,Software Engineer - CAS-77594-V9Q6B9
7353,MTS Product Development Engineer
7354,SENIOR DEVOPS ENGINEER
7355,Senior Full Stack Engineer
7356,Technical Project/Program Mgmt Engineer
7357,Senior QA Automation Engineer
7358,QA BATCH RECORD REVIEW
7359,SENIOR DATABASE ADMINISTRATOR
7360,Scrum Master (IT Project Managers)
7361,Principal Network Operations
7362,Postdoctoral Associate
7363,DENTAL SERVICES MANAGER
7364,"Sr. Software Development Engineer, Test (Sr. SDET)"
7365,ASSOCIATE SOFTWARE ENGINEER
7366,PeopleSoft Workflow Developer  Senior
7367,Accountants and Auditors - KBGFJG165623-1
7368,Staff Software Performance Engineer
7369,Tenure Track Assistant Professor 
7370,Senior Computer Vision Engineer
7371,Senior Accountant
7372,Quality Assurance Engineer
7373,"Software Developers, Applications"
7374,Business Systems Analyst
7375,Sr. Architect - Software
7376,Integrated Strategist
7377,Data & Analytics Lead
7378,Manufacturing Controls Engineering Manager 
7379,"VICE PRESIDENT, SOFTWARE ENGINEER"
7380,Software Developer III
7381,Site Reliability Engineer 
7382,PRODUCT MANAGER
7383,Software Engineering Senior Advisor
7384,Sr. Peoplesoft SME
7385,Software Architect
7386,Research Engineer / RAE Software Engineer
7387,Application Developer
7388,"Senior Manager, Data Engineering "
7389,"Manager, Clinical Studies"
7390,IT Consultant (Azure DevOps Engineer)
7391,Sr. Actuarial Associate
7392,Engineering Leader - Digital Factory Automation & Control 
7393,Senior Manufacturing Engineer
7394,Research Assistant Professor
7395,Sr. Design Engineer - Software
7396,Program Manager
7397,Business Insights Analyst
7398,Principal Consultant - Infrastructure Management - US 
7399,IT Data Scientist 
7400,"Software Developer, Applications"
7401,DATA ANALYST & OPERATION RESEARCH ANALYST
7402,Hardware Development Engineer III
7403,"Senior Manager, SEC Reporting & Technical Accounting"
7404,IT Project Manager
7405,Data Enterprise Architect
7406,Associate Accountant
7407,Specialist Master
7408,Consultant - US 
7409,PLANNER
7410,Lead Offensive Security Engineer
7411,"Software Engineer, Senior"
7412,Senior Mechanical Engineer I
7413,"VP, Engineering"
7414,Director of Policy and Operations
7415,Senior Business Analyst
7416,Junior In-Circuit Test Engineer
7417,"Developer, Technology"
7418,JAVA ANALYST 2
7419,Senior Big Data Software Engineer
7420,SENIOR SUPPLY CHAIN DATA ENGINEER
7421,Grade 7-12 Spanish Teacher
7422,Princ Engr-Sys Architecture
7423,Manager of Field Application Specialists - Mid-Atlantic
7424,Product Designer 
7425,Quality Engineer
7426,Solutions Architect
7427,Applications Development Senior Programmer Analyst
7428,Quality Assurance (QA) Director
7429,Associate Partner (Management Consultant)
7430,Instrumentation/Control Engineer 5
7431,Senior Financial Analyst
7432,Product Marketing Manager
7433,Dist Engr - Software Development
7434,Sr Data Engineer
7435,OMS Systems Engineer
7436,Project Manager 
7437,Service Engineer
7438,STAFF SOFTWARE DEVELOPMENT ENGINEER
7439,IT TECHNICAL RECRUITER
7440,"Senior Director, Product Management"
7441,Embedded C Developer
7442,"Manager, Data Science Forecasting"
7443,Mgr-Prog & Proj Mgmt
7444,IT Staff Software Engineer
7445,Lead Software Engineer
7446,"People Systems, Sr. Consultant"
7447,CRM Analyst
7448,Software Analyst
7449,Industrial Engineer
7450,Sr Application Developer
7451,Workforce Solution Consultant
7452,Senior Automation Engineer
7453,Professional Application Designer 
7454,Backend Engineer
7455,Software Engineer Advanced 
7456,Sr. Product Manager
7457,Senior Research Investigator
7458,Product Manager I
7459,Instructor
7460,INDUSTRIAL ENGINEER
7461,Financial Investment Analyst
7462,Manager JC50 - Management Analysts
7463,Data Analyst 3
7464,Research Engineer II
7465,Software Development Engineer- Applications
7466,Senior Database Administrator 
7467,Policy Specialist 4
7468,DB ARCHITECT 2
7469,Information Technology Director
7470,Associate Director
7471,VISITING ASSOCIATE
7472,Instrumentation Engineer
7473,Software Integration Engineer
7474,Sr. Quality Engineer
7475,Researcher IV
7476,Research Associate
7477,REAL ESTATE DEVELOPMENT MANAGER
7478,Senior Interior Designer
7479,Scientist II
7480,IAM Engineer/Developer
7481,Senior Site Reliability Engineer 
7482,Sr. Java Developer
7483,Data Intelligence Manager
7484,Product Management Advisor
7485,Digital Art Director – Creative Specialist
7486,Assistant Project Scientist
7487,Senior Java Developer
7488,SR. SAP SOLUTIONS ARCHITECT
7489,Senior Engineer
7490,Electrical Engineer II
7491,Software Engineer - CAS-17373-X5S1M8
7492,Manufacturing Engineer
7493,Hardware Engineer - CAS-66067-J7N2G8
7494,"Sr. Manager, HR Systems & Analytics"
7495,Technical Specialist 
7496,"Manager, Solution Architecture"
7497,"Manager 2, Software Development and Engineering"
7498,Lead EQS Consultant - US 
7499,Systems Analyst - IV
7500,Staff Machine Learning Researcher Engineer
7501,Sr. QA Analyst
7502,Sr. Project Analyst
7503,Software Development Senior Specialist
7504,Enterprise Consultant Senior
7505,"Signature Success Engineer Principal, Tier 3"
7506,Associate Attorney
7507,JAVA Developer
7508,Software Engineer in Test
7509,Applications Programming Manager
7510,Solutions Architect I
7511,Lead Application Developer
7512,"Principal Engineer, ASIC Development Engineering  "
7513,Device Certification Engineer 
7514,Financial Analyst III
7515,Project Engineer
7516,System Architect - III
7517,SENIOR SOFTWARE ENGINEER
7518,ServiceNow Practice (ESM) Business Associate
7519,"Software Developers, Applications -KBGFJG163059-1"
7520,Process Engineer Racks
7521,Development Manager
7522,Statistician
7523,Senior Consultant 
7524,IT Consultant
7525,MEMBER OF TECHNICAL STAFF
7526,Senior Staff Product Success Manager - RPA
7527,Principal ASIC Product Engineer
7528,"Senior Engineer, Software Engineering"
7529,Technology Engineer III
7530,Lead Engineer 
7531,Full Stack Developer
7532,Product Experience Analyst
7533,Senior Content Management and Automation Developer
7534, SAP BI ADMINISTRATOR
7535,IT ANALYST 2
7536,SAP Developer
7537,Financial Analyst
7538,"Consultant, IT Infrastructure "
7539,Business Intellegence Engineer II
7540,Senior Programmer / Analyst
7541,Associate Project Manager
7542,Data Engineer I
7543,Technical Analyst
7544,Business Analyst (Information Technology)
7545,Endocrinologist
7546,"Product Manager, Invoices"
7547,Principal Product Manager 
7548,STAFF ENGINEER SUPPLIER QUALITY
7549,Actuarial Pricing
7550,Mechanical Engineers - III
7551,"Associate Director, Organic Search"
7552,Structurer 
7553,"Visiting Faculty, Art and Art History"
7554,Manager Corporate Development
7555,Software Engineer - CAS-66110-H1C1B7
7556,Senior Software Engineer (20637.420)
7557,Software Application Engineer III(20637.277)
7558,Software Developer 
7559,Sr. Manager
7560,SENIOR POWER ELECTRONICS CONTROLS ENGINEER
7561,Software Engineer 1615.66456
7562,"Engineer III, QA"
7563,Senior Mechanical Engineer 
7564,Principal Program Manager
7565,Bioinformatics Analyst I
7566,Specialist - Quality Engineering
7567,Solution Architect
7568,"Hardware Engineer, Electronics "
7569,Financial Planning & Analysis Lead Analyst 
7570,"Manager, Data Quality "
7571,"Manager, Product Development"
7572,Invasive-Interventional Cardiologist
7573,Systems Design Engineer-KBGFJG104707-2
7574,Systems Programmer Analyst Sr.
7575,"Brand Manager, US Marketing, Courvoisier"
7576,Data Scientist II
7577,Applications Development and Support Engineer II
7578,SENIOR CLOUD AND AUTOMATION ENGINEER
7579,Director of Engineer
7580,Medical Technologist
7581,Manual QA
7582,Sr. Technical Analyst
7583,Systems Administrator 3
7584,Statistical Programmer
7585,SOFTWARE DEVELOPER (SAP BI/BW)
7586,Consultant - RPA Solutions Architect 
7587,Information Security Analyst
7588,Software Engineer III
7589,Full Stack Engineer
7590,IICS DEVELOPER 
7591,Information Technology Project Manager 
7592,Quality Engineer  III
7593,Research Leader
7594,SR ORACLE DBA
7595,Engineer Lead
7596,Solution Area Specialists
7597,Senior Salesforce Software Engineer
7598,Software Engineer - Systems
7599,Senior Business Systems Analyst
7600,Staff Program Manager
7601,.Net Developer
7602,"Manager, Derivatives Market Data"
7603,Sharepoint Developer
7604,"Manager, Software Engineering"
7605,Software Development Engineer - Applications
7606,TRANSPORTATION SECTOR LEAD
7607,System Validation Engineer
7608,"Senior Advisor, Product Management - IT"
7609,Golang Developer
7610,Sr. Software Developer
7611,General Internal Medicine Physician
7612,Software Applications Developer
7613,Senior Data engineer
7614,Field Marketing Research Analyst
7615,PROGRAMMER ANALYST
7616,Senior Engineer- KBGFJG75450-4
7617,SCIENCE TEACHER
7618,QUALITY ASSURANCE ENGINEER 1
7619,Researcher 5
7620,SENIOR BUSINESS ANALYST
7621,PROCESS VALIDATION ENGINEER
7622,Software Engineer 1615.22828
7623,Senior Solution Architect
7624,Developer
7625,Technical Consultant
7626,Content Designer
7627,Senior Software Development Engineer
7628,Solution Delivery Lead
7629,Assistant Professor - Computer Science & Networking
7630,Human Centered Design Associate
7631,Senior Hadoop Developer
7632,Senior Ruby on Rails Engineer
7633,Software  Developer II
7634,Senior Project Manager - US 
7635,Senior Talent Acquisition Specialist
7636,Analyst
7637,"ASSOCIATE, COUNTERPARTY CREDIT RISK"
7638,Sr Data Scientist
7639,Integration Specialist 
7640,Research Fellow
7641,Senior Cost Manager
7642,Engineering Manager of Managers
7643,Product Engineer
7644,Technical Systems Engineer - CAS-77203-P8N6N2
7645,Market Research Manager
7646,IS Architect I
7647,High School Physical Education Teacher
7648,"Professional III, Network System Deployment"
7649,Lead Software Engineer - Performance
7650,Senior Software Developer – Image Analysis
7651,Data Insights & Reporting Manager
7652,"Software Engineering Development, Sr Professional"
7653,SENIOR DEVELOPMENT LEAD
7654,Senior Firmware Engineer
7655,Senior React Engineer
7656,DEVOPS ENGINEER
7657,Performance  Engineer
7658,Sr. Pega Systems Architect 
7659,Software Development Engineer Manager
7660,Engineer Sr
7661,"Sr. Engineer, Equipment Validation"
7662,Quality & Performance Specialist
7663,Senior Quality Assurance Analyst
7664,Senior Associate - KBGFJG68114-4
7665,Software Application Developer
7666,"Sr. Advisor, Application Development"
7667,Postdoctoral Research Fellow
7668,Data Scientist 
7669,Artist Manager
7670,Early Intervention Service Coordinator
7671,INTERN ARCHITECT LEVEL II
7672,Operations Support Analyst
7673,Principal Software Development Engineer 
7674,Computer Systems Engineer
7675,Operations Research Analyst
7676,Senior Modem Engineer
7677,Senior Staff Software Engineer 
7678,Strategic Sourcing Manager
7679,Technical Support Analyst
7680,Cardiac Electrophysiologist
7681,Tech Transfer Scientist
7682,Software Development Engineer in Test
7683,AWS Network/Security Specialist
7684,Technology Lead - US - Practitioner 
7685,Consulting Engineer - CAS-65989-G4M4K1
7686,Management Analysts
7687,Pathways Operations Mgr - MBA
7688,Lead Systems Software Engineer
7689,Systems Engineering Senior 
7690,Java Software Developer
7691,SR. LEAD - QUALITY ASSURANCE
7692,Software Engineer 1615.47787
7693,Test Engineer I
7694,Staff Software Engineer
7695,Senior Product Engineer 
7696,Jr. Designer
7697,  IOS Architect
7698,FRONT END ENGINEER
7699,"Sr. Manager, Inventory Management Strategy & Allocation"
7700,Data Modeling Director - Governance & Strategic Initiatives
7701,Software Engineer 1615.47451
7702,Systems Analyst
7703,"Lead Analyst, Supply Chain Systems "
7704,Neonatal Nurse Practitioner (Advanced Practice Provider)
7705,Product Manager III - Technical - MBA
7706,"Hardware Engineer, MTS 3"
7707,Applications Engineering Manager
7708,BI Developer
7709,Embedded Software Engineer
7710,Management Analyst
7711,Scientific Researcher
7712,Quality Assurance Engineer I
7713,Integration Engineer
7714,Senior System Program Developer I
7715,Analyst - Testing
7716,SENIOR ENGINEERING MANAGER
7717,Chief Executive Officer
7718,Senior PM Manager
7719,IT PROJECT MANAGER 
7720,Senior Manager Data Science
7721,Principal Risk Manager
7722,Clinical Data Manager
7723,CONSTRUCTION COST ESTIMATOR
7724,Sr. Software Application Developer
7725,Regulatory Affairs Manager
7726,"Engineer, Radio Frequency"
7727,Principal Content Publishing Manager
7728,Assistant Adjunct Professor
7729,MTS Silicon Design Engineer
7730,Designer II
7731,Infrastructure Engineer II
7732,"Research Scientist, Quantitative Systems Pharmacology"
7733,"Investment Manager, Private Investments"
7734,Market Research Analyst
7735,SAP Consultant
7736,Business Technology Solutions Consultant
7737,Research Associate II
7738,Program Manager 1615.66242
7739,Pharmacovigilance Operations Manager 20516.1250.11
7740,Financial Analysts - KBGFJG132760-1
7741,System Development Engineer II
7742,FULLSTACK ANGULAR DEVELOPER
7743,Systems Engineer
7744,"Engineer III, Software Analysis Engineering"
7745,DOMAIN CONSULTANT-L2 
7746,Marketing Analyst
7747,Lead Engineer
7748,"Energy & Charging, Project Financial Analyst"
7749,"Manager, Innovation Product Development"
7750,Lead Quality Engineer
7751,Python Developer
7752,STAFF II ACCOUNTANT
7753,"Audit Manager, SOC "
7754,Clinic Health Care Analyst
7755,"Director, Palatability Research and Applications"
7756,MS Dynamics CRM Developer
7757,Project Lead Application Software Engineer (SW Development)
7758,IT Project Managers - III
7759,SECURITY ENGINEER III
7760,Sr. Software Development Engineer
7761,Network Lead Engineer
7762,Marketing Specialist
7763,Routing/IP Software Engineer 3
7764,AVP - Software Engineering
7765,Senior Associate JC60 - Graphic Designers
7766,Operations Program Manager
7767,"Senior Manager, Data Analytics and Insights"
7768,Medical Resident/Fellow
7769,"Senior Analyst, Data Science and Visualization"
7770,Software Engineer Senior
7771,Software Development Analyst 
7772,Teamcenter Developer
7773,PROCESS ENGINEER
7774,ASIC II
7775,Staff Accountant
7776,R&D ENGINEER
7777,Program Director Behavioral Health Nursing Practice
7778,Security Management Specialist
7779,PRODUCTION ENGINEER
7780,"Sr. Manager, Software Development"
7781,Research Associate III
7782,Business Analyst 2
7783,Technical Specialist II
7784,"Enterprise Integration Specialist, Computer Services"
7785,Market Research Analysts and Marketing Specialist
7786,Project Controls Engineer
7787,Technical Program Manager 1615.26205
7788,Clinical Pharmacist
7789,Senior Hardware Program Manager
7790,SENIOR SOFTWARE DEVELOPER
7791,Sr. Product Designer 
7792,SALESFORCE DEVELOPER/ ADMINISTRATOR
7793,Senior Data Ops Engineer
7794,"Lead Product Manager, Technical"
7795,"Director, Valuation & Business Analytics "
7796,Lead IT Telecom Analyst
7797,Program Mgr Tech Sr.
7798,Analytical Method Development Specialist
7799,Wraparound Coordinator
7800,Biostatistician II
7801,CONSTRUCTION SUPERINTENDENT 
7802,Senior Program Manager
7803,Marketing Manager
7804,"MANAGER, INSIGHTS & ANALYTICS"
7805,Middle School Spanish Teacher
7806,Software Development Engineer in Test (SDET)
7807,SPEECH LANGUAGE PATHOLOGIST
7808,Analog Design Engineer
7809,"Senior Specialist, Full-Stack Developer"
7810,Senior Mobile Engineer
7811,Financial Analysts - KBGFJG134832-2	
7812,Senior Business Intelligence Analyst
7813,Process Control Engineer 
7814,Market Manager / Physical Therapist 
7815,VALIDATION ANALYST
7816,SENIOR MEMBER OF TECHNCIAL STAFF
7817,Technical Support Engineer
7818,Structural Engineer (E.I.T.)
7819,"ASSOCIATE, SOFTWARE ENGINEER"
7820,Senior Software Engineer (Sys)
7821,Platform Engineer
7822,Full Stack Web Developer
7823,Program Manager II
7824,Data Scientist 1
7825,Staff Hardware Engineer
7826,SOFTWARE ENGINEER MANAGER
7827,Postdoctoral Scholar
7828,"Engineer, System Structure Design"
7829,Quality Assurance Engineer II
7830,Industry Specialist II 
7831,Software Engineer 3
7832,Application Support Specialist
7833,Senior Product Manager - Tech
7834,Clinical Laboratory Scientist
7835,Business Analyst I
7836,Site Reliability Engineer - CAS-66077-H7K9G6
7837,Workday Associate Manager
7838,"Senior Manager, Value Stream Management"
7839,Hospitalist
7840,SOFTWARE ENGINEER (017040.001360)
7841,SAP Technical Consultant
7842,"Architect, Computer "
7843,SMTS Silicon Design Engineer
7844,Senior BI Developer
7845,IT Architect 
7846,Civil Engineer 
7847,SW Engineer
7848,Enterprise Customer Success Engineering Manager 
7849,Senior Designer
7850,IT Application Analyst
7851,Software Quality Assurance Engineer
7852,Product Development Engineer
7853,Software Engineer  6755.996
7854,Principle Scientist Packaging
7855,Hardware Development Engineer
7856,Business Intelligence Developer 
7857,POSTDOCTORAL RESEARCH ASSOCIATE
7858,Tools & Automation Engineer
7859,Professional Services III
7860,Postdoc Research Affiliate
7861,Business Analyst II
7862,PRINCIPAL VFX ARTIST
7863,"Manager II, Software Development"
7864,Associate Architect 2
7865,"Senior Manager, Drug Safety and Pharmacovigilance "
7866,Associate Professor
7867,Biostatistician
7868,General Dentist
7869,Member of Technical Staff
7870,Principal Data Engineer
7871,Senior Manager
7872,Information Technology Specialist
7873,Senior Solutions Architect
7874,Advisor Information Security
7875,Neurointerventionalist Radiologist
7876,"Engineer III, System Structure Design"
7877,Sr. Associate Scientist 20516.2951.2
7878,Vice President
7879,SR. PROGRAMMER ANALYST
7880,Term Faculty 
7881,Sr. Security and Compliance Analyst
7882,"Cloud Security - Director, Product Management"
7883,Senior Systems Engineer
7884,Technical Project Manager - Mainframes/TPF
7885,Engineer Services Software
7886,Development Lead
7887,Sr. Hyperion Planning Developer
7888,Principal Lead Software Engineer
7889,Software Developer Applications
7890,"Principal Analyst, Business Delivery Services"
7891,Application Engineer II
